Topic,Model1,Model2,AverageSimilarity
64,openai4o_lnp,flan_lnp,0.61245173
64,openai4o_lnp,flan_snp,0.61245173
64,openai4o_lnp,openai4m_lnp,0.74398404
64,openai4o_lnp,openai4m_snp,0.61633474
64,openai4o_lnp,openai4o_lnp,0.7466186
64,openai4o_lnp,openai4o_snp,0.61879045
64,openai4o_snp,flan_lnp,0.77387774
64,openai4o_snp,flan_snp,0.77387774
64,openai4o_snp,openai4m_lnp,0.61237407
64,openai4o_snp,openai4m_snp,0.8084877
64,openai4o_snp,openai4o_lnp,0.61879045
64,openai4o_snp,openai4o_snp,0.8057772
65,flan_lnp,flan_lnp,0.8096564
65,flan_lnp,flan_snp,0.8096564
65,flan_lnp,openai4m_lnp,0.5191191
65,flan_lnp,openai4m_snp,0.5679463
65,flan_lnp,openai4o_lnp,0.64846617
65,flan_lnp,openai4o_snp,0.74852294
65,flan_snp,flan_lnp,0.8096564
65,flan_snp,flan_snp,0.8096564
65,flan_snp,openai4m_lnp,0.5191191
65,flan_snp,openai4m_snp,0.5679463
65,flan_snp,openai4o_lnp,0.64846617
65,flan_snp,openai4o_snp,0.74852294
65,openai4m_lnp,flan_lnp,0.5191191
65,openai4m_lnp,flan_snp,0.5191191
65,openai4m_lnp,openai4m_lnp,0.7335093
65,openai4m_lnp,openai4m_snp,0.54006654
65,openai4m_lnp,openai4o_lnp,0.6632769
65,openai4m_lnp,openai4o_snp,0.5367067
65,openai4m_snp,flan_lnp,0.5679464
65,openai4m_snp,flan_snp,0.5679464
65,openai4m_snp,openai4m_lnp,0.54006654
65,openai4m_snp,openai4m_snp,0.8269123
65,openai4m_snp,openai4o_lnp,0.46609917
65,openai4m_snp,openai4o_snp,0.62252456
65,openai4o_lnp,flan_lnp,0.64846617
65,openai4o_lnp,flan_snp,0.64846617
65,openai4o_lnp,openai4m_lnp,0.66327685
65,openai4o_lnp,openai4m_snp,0.46609917
65,openai4o_lnp,openai4o_lnp,0.78968394
65,openai4o_lnp,openai4o_snp,0.635404
65,openai4o_snp,flan_lnp,0.74852294
65,openai4o_snp,flan_snp,0.74852294
65,openai4o_snp,openai4m_lnp,0.53670675
65,openai4o_snp,openai4m_snp,0.6225246
65,openai4o_snp,openai4o_lnp,0.635404
65,openai4o_snp,openai4o_snp,0.73707753
66,flan_lnp,flan_lnp,0.77586013
66,flan_lnp,flan_snp,0.77586013
66,flan_lnp,openai4m_lnp,0.5494897
66,flan_lnp,openai4m_snp,0.15854259
66,flan_lnp,openai4o_lnp,0.54464895
66,flan_lnp,openai4o_snp,0.21389571
66,flan_snp,flan_lnp,0.77586013
66,flan_snp,flan_snp,0.77586013
66,flan_snp,openai4m_lnp,0.5494897
66,flan_snp,openai4m_snp,0.15854259
66,flan_snp,openai4o_lnp,0.54464895
66,flan_snp,openai4o_snp,0.21389571
66,openai4m_lnp,flan_lnp,0.5494897
66,openai4m_lnp,flan_snp,0.5494897
66,openai4m_lnp,openai4m_lnp,0.80129427
66,openai4m_lnp,openai4m_snp,0.536114
66,openai4m_lnp,openai4o_lnp,0.78973055
66,openai4m_lnp,openai4o_snp,0.56601655
66,openai4m_snp,flan_lnp,0.15854259
66,openai4m_snp,flan_snp,0.15854259
66,openai4m_snp,openai4m_lnp,0.536114
66,openai4m_snp,openai4m_snp,0.86187446
66,openai4m_snp,openai4o_lnp,0.50825727
66,openai4m_snp,openai4o_snp,0.80625933
66,openai4o_lnp,flan_lnp,0.5446489
66,openai4o_lnp,flan_snp,0.5446489
66,openai4o_lnp,openai4m_lnp,0.7897304
66,openai4o_lnp,openai4m_snp,0.50825727
66,openai4o_lnp,openai4o_lnp,0.802368
66,openai4o_lnp,openai4o_snp,0.55194527
66,openai4o_snp,flan_lnp,0.21389571
66,openai4o_snp,flan_snp,0.21389571
66,openai4o_snp,openai4m_lnp,0.56601655
66,openai4o_snp,openai4m_snp,0.8062592
66,openai4o_snp,openai4o_lnp,0.55194527
66,openai4o_snp,openai4o_snp,0.8036734
67,flan_lnp,flan_lnp,0.8096564
67,flan_lnp,flan_snp,0.8096564
67,flan_lnp,openai4m_lnp,0.4320799
67,flan_lnp,openai4m_snp,0.40439945
67,flan_lnp,openai4o_lnp,0.42853305
67,flan_lnp,openai4o_snp,0.44667625
67,flan_snp,flan_lnp,0.8096564
67,flan_snp,flan_snp,0.8096564
67,flan_snp,openai4m_lnp,0.4320799
67,flan_snp,openai4m_snp,0.40439945
67,flan_snp,openai4o_lnp,0.42853305
67,flan_snp,openai4o_snp,0.44667625
67,openai4m_lnp,flan_lnp,0.4320799
67,openai4m_lnp,flan_snp,0.4320799
67,openai4m_lnp,openai4m_lnp,0.7643637
67,openai4m_lnp,openai4m_snp,0.46458542
67,openai4m_lnp,openai4o_lnp,0.71598846
67,openai4m_lnp,openai4o_snp,0.5044423
67,openai4m_snp,flan_lnp,0.40439942
67,openai4m_snp,flan_snp,0.40439942
67,openai4m_snp,openai4m_lnp,0.46458545
67,openai4m_snp,openai4m_snp,0.8256746
67,openai4m_snp,openai4o_lnp,0.48144746
67,openai4m_snp,openai4o_snp,0.8066689
67,openai4o_lnp,flan_lnp,0.42853302
67,openai4o_lnp,flan_snp,0.42853302
67,openai4o_lnp,openai4m_lnp,0.71598864
67,openai4o_lnp,openai4m_snp,0.48144746
67,openai4o_lnp,openai4o_lnp,0.71288925
67,openai4o_lnp,openai4o_snp,0.51637495
67,openai4o_snp,flan_lnp,0.44667628
67,openai4o_snp,flan_snp,0.44667628
67,openai4o_snp,openai4m_lnp,0.5044422
67,openai4o_snp,openai4m_snp,0.8066689
67,openai4o_snp,openai4o_lnp,0.51637495
67,openai4o_snp,openai4o_snp,0.8116863
68,flan_lnp,flan_lnp,0.83237344
68,flan_lnp,flan_snp,0.83237344
68,flan_lnp,openai4m_lnp,0.39922035
68,flan_lnp,openai4m_snp,0.4024872
68,flan_lnp,openai4o_lnp,0.41228122
68,flan_lnp,openai4o_snp,0.35711613
68,flan_snp,flan_lnp,0.83237344
68,flan_snp,flan_snp,0.83237344
68,flan_snp,openai4m_lnp,0.39922035
68,flan_snp,openai4m_snp,0.4024872
68,flan_snp,openai4o_lnp,0.41228122
68,flan_snp,openai4o_snp,0.35711613
68,openai4m_lnp,flan_lnp,0.39922044
68,openai4m_lnp,flan_snp,0.39922044
68,openai4m_lnp,openai4m_lnp,0.7716528
68,openai4m_lnp,openai4m_snp,0.67320603
68,openai4m_lnp,openai4o_lnp,0.7778286
68,openai4m_lnp,openai4o_snp,0.67798704
68,openai4m_snp,flan_lnp,0.4024872
68,openai4m_snp,flan_snp,0.4024872
68,openai4m_snp,openai4m_lnp,0.67320603
68,openai4m_snp,openai4m_snp,0.6785034
68,openai4m_snp,openai4o_lnp,0.6853187
68,openai4m_snp,openai4o_snp,0.69961584
68,openai4o_lnp,flan_lnp,0.41228127
68,openai4o_lnp,flan_snp,0.41228127
68,openai4o_lnp,openai4m_lnp,0.7778287
68,openai4o_lnp,openai4m_snp,0.6853187
68,openai4o_lnp,openai4o_lnp,0.79246813
68,openai4o_lnp,openai4o_snp,0.6853064
68,openai4o_snp,flan_lnp,0.3571161
68,openai4o_snp,flan_snp,0.3571161
68,openai4o_snp,openai4m_lnp,0.67798704
68,openai4o_snp,openai4m_snp,0.69961596
68,openai4o_snp,openai4o_lnp,0.6853064
68,openai4o_snp,openai4o_snp,0.7772114
69,flan_lnp,flan_lnp,1.0
69,flan_lnp,flan_snp,1.0
69,flan_lnp,openai4m_lnp,0.7941432
69,flan_lnp,openai4m_snp,0.90818906
69,flan_lnp,openai4o_lnp,0.80630994
69,flan_lnp,openai4o_snp,0.9009372
69,flan_snp,flan_lnp,1.0
69,flan_snp,flan_snp,1.0
69,flan_snp,openai4m_lnp,0.7941432
69,flan_snp,openai4m_snp,0.90818906
69,flan_snp,openai4o_lnp,0.80630994
69,flan_snp,openai4o_snp,0.9009372
69,openai4m_lnp,flan_lnp,0.7941433
69,openai4m_lnp,flan_snp,0.7941433
69,openai4m_lnp,openai4m_lnp,0.9666202
69,openai4m_lnp,openai4m_snp,0.8930493
69,openai4m_lnp,openai4o_lnp,0.982253
69,openai4m_lnp,openai4o_snp,0.89831376
69,openai4m_snp,flan_lnp,0.90818906
69,openai4m_snp,flan_snp,0.90818906
69,openai4m_snp,openai4m_lnp,0.8930493
69,openai4m_snp,openai4m_snp,0.98467636
69,openai4m_snp,openai4o_lnp,0.908431
69,openai4m_snp,openai4o_snp,0.98768014
69,openai4o_lnp,flan_lnp,0.80630994
69,openai4o_lnp,flan_snp,0.80630994
69,openai4o_lnp,openai4m_lnp,0.98225313
69,openai4o_lnp,openai4m_snp,0.908431
69,openai4o_lnp,openai4o_lnp,0.99999994
69,openai4o_lnp,openai4o_snp,0.9143579
69,openai4o_snp,flan_lnp,0.90093714
69,openai4o_snp,flan_snp,0.90093714
69,openai4o_snp,openai4m_lnp,0.89831376
69,openai4o_snp,openai4m_snp,0.9876802
69,openai4o_snp,openai4o_lnp,0.9143579
69,openai4o_snp,openai4o_snp,0.99671996
70,flan_lnp,flan_lnp,1.0000001
70,flan_lnp,flan_snp,1.0000001
70,flan_lnp,openai4m_lnp,0.4624021
70,flan_lnp,openai4m_snp,0.7230731
70,flan_lnp,openai4o_lnp,0.4521035
70,flan_lnp,openai4o_snp,0.69413084
70,flan_snp,flan_lnp,1.0000001
70,flan_snp,flan_snp,1.0000001
70,flan_snp,openai4m_lnp,0.4624021
70,flan_snp,openai4m_snp,0.7230731
70,flan_snp,openai4o_lnp,0.4521035
70,flan_snp,openai4o_snp,0.69413084
70,openai4m_lnp,flan_lnp,0.4624021
70,openai4m_lnp,flan_snp,0.4624021
70,openai4m_lnp,openai4m_lnp,0.8245669
70,openai4m_lnp,openai4m_snp,0.72747695
70,openai4m_lnp,openai4o_lnp,0.70091033
70,openai4m_lnp,openai4o_snp,0.730674
70,openai4m_snp,flan_lnp,0.7230731
70,openai4m_snp,flan_snp,0.7230731
70,openai4m_snp,openai4m_lnp,0.72747695
70,openai4m_snp,openai4m_snp,0.99999994
70,openai4m_snp,openai4o_lnp,0.7264811
70,openai4m_snp,openai4o_snp,0.9602936
70,openai4o_lnp,flan_lnp,0.45210359
70,openai4o_lnp,flan_snp,0.45210359
70,openai4o_lnp,openai4m_lnp,0.70091033
70,openai4o_lnp,openai4m_snp,0.7264811
70,openai4o_lnp,openai4o_lnp,0.8529422
70,openai4o_lnp,openai4o_snp,0.7243074
70,openai4o_snp,flan_lnp,0.69413084
70,openai4o_snp,flan_snp,0.69413084
70,openai4o_snp,openai4m_lnp,0.730674
70,openai4o_snp,openai4m_snp,0.96029365
70,openai4o_snp,openai4o_lnp,0.7243075
70,openai4o_snp,openai4o_snp,0.9438607
71,flan_lnp,flan_lnp,0.75117946
71,flan_lnp,flan_snp,0.7571503
71,flan_lnp,openai4m_lnp,0.6505197
71,flan_lnp,openai4m_snp,0.75041634
71,flan_lnp,openai4o_lnp,0.65110797
71,flan_lnp,openai4o_snp,0.75068885
71,flan_snp,flan_lnp,0.7571503
71,flan_snp,flan_snp,0.7957271
71,flan_snp,openai4m_lnp,0.6569364
71,flan_snp,openai4m_snp,0.7720552
71,flan_snp,openai4o_lnp,0.64897263
71,flan_snp,openai4o_snp,0.77336764
71,openai4m_lnp,flan_lnp,0.6505197
71,openai4m_lnp,flan_snp,0.65693635
71,openai4m_lnp,openai4m_lnp,0.7477295
71,openai4m_lnp,openai4m_snp,0.6593094
71,openai4m_lnp,openai4o_lnp,0.7486507
71,openai4m_lnp,openai4o_snp,0.6606604
71,openai4m_snp,flan_lnp,0.7504163
71,openai4m_snp,flan_snp,0.77205527
71,openai4m_snp,openai4m_lnp,0.6593094
71,openai4m_snp,openai4m_snp,0.78365237
71,openai4m_snp,openai4o_lnp,0.65950334
71,openai4m_snp,openai4o_snp,0.783414
71,openai4o_lnp,flan_lnp,0.65110797
71,openai4o_lnp,flan_snp,0.64897263
71,openai4o_lnp,openai4m_lnp,0.7486508
71,openai4o_lnp,openai4m_snp,0.65950334
71,openai4o_lnp,openai4o_lnp,0.7547558
71,openai4o_lnp,openai4o_snp,0.6605795
71,openai4o_snp,flan_lnp,0.7506889
71,openai4o_snp,flan_snp,0.77336764
71,openai4o_snp,openai4m_lnp,0.6606604
71,openai4o_snp,openai4m_snp,0.783414
71,openai4o_snp,openai4o_lnp,0.6605796
71,openai4o_snp,openai4o_snp,0.78353655
72,flan_lnp,flan_lnp,0.7884977
72,flan_lnp,flan_snp,0.25768983
72,flan_lnp,openai4m_lnp,0.6146989
72,flan_lnp,openai4m_snp,0.24454224
72,flan_lnp,openai4o_lnp,0.61503345
72,flan_lnp,openai4o_snp,0.30008647
72,flan_snp,flan_lnp,0.25768983
72,flan_snp,flan_snp,0.77389616
72,flan_snp,openai4m_lnp,0.4063038
72,flan_snp,openai4m_snp,0.44230488
72,flan_snp,openai4o_lnp,0.2967776
72,flan_snp,openai4o_snp,0.4694364
72,openai4m_lnp,flan_lnp,0.6146988
72,openai4m_lnp,flan_snp,0.4063038
72,openai4m_lnp,openai4m_lnp,0.71819085
72,openai4m_lnp,openai4m_snp,0.37265983
72,openai4m_lnp,openai4o_lnp,0.70154816
72,openai4m_lnp,openai4o_snp,0.42611602
72,openai4m_snp,flan_lnp,0.24454224
72,openai4m_snp,flan_snp,0.44230488
72,openai4m_snp,openai4m_lnp,0.37265983
72,openai4m_snp,openai4m_snp,0.81140894
72,openai4m_snp,openai4o_lnp,0.2379482
72,openai4m_snp,openai4o_snp,0.5288069
72,openai4o_lnp,flan_lnp,0.6150334
72,openai4o_lnp,flan_snp,0.2967776
72,openai4o_lnp,openai4m_lnp,0.70154816
72,openai4o_lnp,openai4m_snp,0.23794816
72,openai4o_lnp,openai4o_lnp,0.76987165
72,openai4o_lnp,openai4o_snp,0.40376693
72,openai4o_snp,flan_lnp,0.30008647
72,openai4o_snp,flan_snp,0.46943638
72,openai4o_snp,openai4m_lnp,0.42611602
72,openai4o_snp,openai4m_snp,0.52880687
72,openai4o_snp,openai4o_lnp,0.40376693
72,openai4o_snp,openai4o_snp,0.58292
73,flan_lnp,flan_lnp,0.7758205
73,flan_lnp,flan_snp,0.7758205
73,flan_lnp,openai4m_lnp,0.4759436
73,flan_lnp,openai4m_snp,0.5302065
73,flan_lnp,openai4o_lnp,0.40587196
73,flan_lnp,openai4o_snp,0.5815053
73,flan_snp,flan_lnp,0.7758205
73,flan_snp,flan_snp,0.7758205
73,flan_snp,openai4m_lnp,0.4759436
73,flan_snp,openai4m_snp,0.5302065
73,flan_snp,openai4o_lnp,0.40587196
73,flan_snp,openai4o_snp,0.5815053
73,openai4m_lnp,flan_lnp,0.4759436
73,openai4m_lnp,flan_snp,0.4759436
73,openai4m_lnp,openai4m_lnp,0.7448351
73,openai4m_lnp,openai4m_snp,0.48941368
73,openai4m_lnp,openai4o_lnp,0.68943197
73,openai4m_lnp,openai4o_snp,0.51460725
73,openai4m_snp,flan_lnp,0.5302065
73,openai4m_snp,flan_snp,0.5302065
73,openai4m_snp,openai4m_lnp,0.48941368
73,openai4m_snp,openai4m_snp,0.6412392
73,openai4m_snp,openai4o_lnp,0.42381683
73,openai4m_snp,openai4o_snp,0.6605619
73,openai4o_lnp,flan_lnp,0.40587193
73,openai4o_lnp,flan_snp,0.40587193
73,openai4o_lnp,openai4m_lnp,0.6894321
73,openai4o_lnp,openai4m_snp,0.42381683
73,openai4o_lnp,openai4o_lnp,0.6889954
73,openai4o_lnp,openai4o_snp,0.44519278
73,openai4o_snp,flan_lnp,0.5815053
73,openai4o_snp,flan_snp,0.5815053
73,openai4o_snp,openai4m_lnp,0.51460725
73,openai4o_snp,openai4m_snp,0.6605619
73,openai4o_snp,openai4o_lnp,0.44519284
73,openai4o_snp,openai4o_snp,0.6909935
74,flan_lnp,flan_lnp,0.8385037
74,flan_lnp,flan_snp,0.8385037
74,flan_lnp,openai4m_lnp,0.36577362
74,flan_lnp,openai4m_snp,0.2476601
74,flan_lnp,openai4o_lnp,0.35709915
74,flan_lnp,openai4o_snp,0.23694006
74,flan_snp,flan_lnp,0.8385037
74,flan_snp,flan_snp,0.8385037
74,flan_snp,openai4m_lnp,0.36577362
74,flan_snp,openai4m_snp,0.2476601
74,flan_snp,openai4o_lnp,0.35709915
74,flan_snp,openai4o_snp,0.23694006
74,openai4m_lnp,flan_lnp,0.3657736
74,openai4m_lnp,flan_snp,0.3657736
74,openai4m_lnp,openai4m_lnp,0.85410005
74,openai4m_lnp,openai4m_snp,0.47548005
74,openai4m_lnp,openai4o_lnp,0.8765136
74,openai4m_lnp,openai4o_snp,0.48106843
74,openai4m_snp,flan_lnp,0.2476601
74,openai4m_snp,flan_snp,0.2476601
74,openai4m_snp,openai4m_lnp,0.47548005
74,openai4m_snp,openai4m_snp,0.59442496
74,openai4m_snp,openai4o_lnp,0.47581902
74,openai4m_snp,openai4o_snp,0.58998924
74,openai4o_lnp,flan_lnp,0.35709915
74,openai4o_lnp,flan_snp,0.35709915
74,openai4o_lnp,openai4m_lnp,0.87651354
74,openai4o_lnp,openai4m_snp,0.47581905
74,openai4o_lnp,openai4o_lnp,0.9099338
74,openai4o_lnp,openai4o_snp,0.4944666
74,openai4o_snp,flan_lnp,0.23694006
74,openai4o_snp,flan_snp,0.23694006
74,openai4o_snp,openai4m_lnp,0.48106843
74,openai4o_snp,openai4m_snp,0.58998924
74,openai4o_snp,openai4o_lnp,0.4944666
74,openai4o_snp,openai4o_snp,0.69451296
75,flan_lnp,flan_lnp,0.8307369
75,flan_lnp,flan_snp,0.8051111
75,flan_lnp,openai4m_lnp,0.63707894
75,flan_lnp,openai4m_snp,0.63406503
75,flan_lnp,openai4o_lnp,0.6591001
75,flan_lnp,openai4o_snp,0.7499831
75,flan_snp,flan_lnp,0.8051111
75,flan_snp,flan_snp,0.8157792
75,flan_snp,openai4m_lnp,0.6174967
75,flan_snp,openai4m_snp,0.6258474
75,flan_snp,openai4o_lnp,0.6402385
75,flan_snp,openai4o_snp,0.7396783
75,openai4m_lnp,flan_lnp,0.63707894
75,openai4m_lnp,flan_snp,0.6174967
75,openai4m_lnp,openai4m_lnp,0.7923225
75,openai4m_lnp,openai4m_snp,0.61436015
75,openai4m_lnp,openai4o_lnp,0.79485136
75,openai4m_lnp,openai4o_snp,0.6260919
75,openai4m_snp,flan_lnp,0.63406503
75,openai4m_snp,flan_snp,0.6258474
75,openai4m_snp,openai4m_lnp,0.61436015
75,openai4m_snp,openai4m_snp,0.5903834
75,openai4m_snp,openai4o_lnp,0.6232275
75,openai4m_snp,openai4o_snp,0.6113769
75,openai4o_lnp,flan_lnp,0.6591001
75,openai4o_lnp,flan_snp,0.6402385
75,openai4o_lnp,openai4m_lnp,0.79485136
75,openai4o_lnp,openai4m_snp,0.6232275
75,openai4o_lnp,openai4o_lnp,0.80387443
75,openai4o_lnp,openai4o_snp,0.6463072
75,openai4o_snp,flan_lnp,0.7499831
75,openai4o_snp,flan_snp,0.7396783
75,openai4o_snp,openai4m_lnp,0.6260919
75,openai4o_snp,openai4m_snp,0.61137694
75,openai4o_snp,openai4o_lnp,0.6463072
75,openai4o_snp,openai4o_snp,0.70714647
76,flan_lnp,flan_lnp,0.75890017
76,flan_lnp,flan_snp,0.20606938
76,flan_lnp,openai4m_lnp,0.2418231
76,flan_lnp,openai4m_snp,0.25620234
76,flan_lnp,openai4o_lnp,0.28851673
76,flan_lnp,openai4o_snp,0.2603587
76,flan_snp,flan_lnp,0.20606938
76,flan_snp,flan_snp,0.85164666
76,flan_snp,openai4m_lnp,0.6412015
76,flan_snp,openai4m_snp,0.70591825
76,flan_snp,openai4o_lnp,0.59214723
76,flan_snp,openai4o_snp,0.68559235
76,openai4m_lnp,flan_lnp,0.24182312
76,openai4m_lnp,flan_snp,0.6412015
76,openai4m_lnp,openai4m_lnp,0.91207635
76,openai4m_lnp,openai4m_snp,0.80017334
76,openai4m_lnp,openai4o_lnp,0.860447
76,openai4m_lnp,openai4o_snp,0.7862837
76,openai4m_snp,flan_lnp,0.25620234
76,openai4m_snp,flan_snp,0.7059184
76,openai4m_snp,openai4m_lnp,0.80017334
76,openai4m_snp,openai4m_snp,0.8793771
76,openai4m_snp,openai4o_lnp,0.7527684
76,openai4m_snp,openai4o_snp,0.85735625
76,openai4o_lnp,flan_lnp,0.2885167
76,openai4o_lnp,flan_snp,0.5921471
76,openai4o_lnp,openai4m_lnp,0.8604471
76,openai4o_lnp,openai4m_snp,0.7527684
76,openai4o_lnp,openai4o_lnp,0.8296334
76,openai4o_lnp,openai4o_snp,0.7402571
76,openai4o_snp,flan_lnp,0.2603587
76,openai4o_snp,flan_snp,0.68559235
76,openai4o_snp,openai4m_lnp,0.7862837
76,openai4o_snp,openai4m_snp,0.8573563
76,openai4o_snp,openai4o_lnp,0.7402571
76,openai4o_snp,openai4o_snp,0.8398151
77,flan_lnp,flan_lnp,0.80402213
77,flan_lnp,flan_snp,0.79657996
77,flan_lnp,openai4m_lnp,0.6973579
77,flan_lnp,openai4m_snp,0.75750715
77,flan_lnp,openai4o_lnp,0.57005924
77,flan_lnp,openai4o_snp,0.7545014
77,flan_snp,flan_lnp,0.7965801
77,flan_snp,flan_snp,0.7905475
77,flan_snp,openai4m_lnp,0.69081175
77,flan_snp,openai4m_snp,0.7486578
77,flan_snp,openai4o_lnp,0.56632864
77,flan_snp,openai4o_snp,0.7453854
77,openai4m_lnp,flan_lnp,0.6973578
77,openai4m_lnp,flan_snp,0.69081175
77,openai4m_lnp,openai4m_lnp,0.8416882
77,openai4m_lnp,openai4m_snp,0.7193512
77,openai4m_lnp,openai4o_lnp,0.6809276
77,openai4m_lnp,openai4o_snp,0.70416796
77,openai4m_snp,flan_lnp,0.75750715
77,openai4m_snp,flan_snp,0.74865776
77,openai4m_snp,openai4m_lnp,0.7193512
77,openai4m_snp,openai4m_snp,0.80559754
77,openai4m_snp,openai4o_lnp,0.6085212
77,openai4m_snp,openai4o_snp,0.75444114
77,openai4o_lnp,flan_lnp,0.5700592
77,openai4o_lnp,flan_snp,0.5663285
77,openai4o_lnp,openai4m_lnp,0.6809276
77,openai4o_lnp,openai4m_snp,0.60852116
77,openai4o_lnp,openai4o_lnp,0.7869868
77,openai4o_lnp,openai4o_snp,0.61290354
77,openai4o_snp,flan_lnp,0.7545014
77,openai4o_snp,flan_snp,0.7453854
77,openai4o_snp,openai4m_lnp,0.704168
77,openai4o_snp,openai4m_snp,0.75444114
77,openai4o_snp,openai4o_lnp,0.61290354
77,openai4o_snp,openai4o_snp,0.8719558
78,flan_lnp,flan_lnp,0.7845543
78,flan_lnp,flan_snp,0.7845543
78,flan_lnp,openai4m_lnp,0.6096262
78,flan_lnp,openai4m_snp,0.6762831
78,flan_lnp,openai4o_lnp,0.7055805
78,flan_lnp,openai4o_snp,0.6590399
78,flan_snp,flan_lnp,0.7845543
78,flan_snp,flan_snp,0.7845543
78,flan_snp,openai4m_lnp,0.6096262
78,flan_snp,openai4m_snp,0.6762831
78,flan_snp,openai4o_lnp,0.7055805
78,flan_snp,openai4o_snp,0.6590399
78,openai4m_lnp,flan_lnp,0.6096262
78,openai4m_lnp,flan_snp,0.6096262
78,openai4m_lnp,openai4m_lnp,0.73955595
78,openai4m_lnp,openai4m_snp,0.6240253
78,openai4m_lnp,openai4o_lnp,0.65874726
78,openai4m_lnp,openai4o_snp,0.59219164
78,openai4m_snp,flan_lnp,0.6762831
78,openai4m_snp,flan_snp,0.6762831
78,openai4m_snp,openai4m_lnp,0.6240253
78,openai4m_snp,openai4m_snp,0.6696162
78,openai4m_snp,openai4o_lnp,0.64820325
78,openai4m_snp,openai4o_snp,0.63875675
78,openai4o_lnp,flan_lnp,0.7055805
78,openai4o_lnp,flan_snp,0.7055805
78,openai4o_lnp,openai4m_lnp,0.65874726
78,openai4o_lnp,openai4m_snp,0.64820325
78,openai4o_lnp,openai4o_lnp,0.7653574
78,openai4o_lnp,openai4o_snp,0.6954931
78,openai4o_snp,flan_lnp,0.6590399
78,openai4o_snp,flan_snp,0.6590399
78,openai4o_snp,openai4m_lnp,0.59219164
78,openai4o_snp,openai4m_snp,0.6387567
78,openai4o_snp,openai4o_lnp,0.6954931
78,openai4o_snp,openai4o_snp,0.7206067
79,flan_lnp,flan_lnp,0.8199947
79,flan_lnp,flan_snp,0.8199947
79,flan_lnp,openai4m_lnp,0.6725711
79,flan_lnp,openai4m_snp,0.5344415
79,flan_lnp,openai4o_lnp,0.67974913
79,flan_lnp,openai4o_snp,0.49492213
79,flan_snp,flan_lnp,0.8199947
79,flan_snp,flan_snp,0.8199947
79,flan_snp,openai4m_lnp,0.6725711
79,flan_snp,openai4m_snp,0.5344415
79,flan_snp,openai4o_lnp,0.67974913
79,flan_snp,openai4o_snp,0.49492213
79,openai4m_lnp,flan_lnp,0.6725711
79,openai4m_lnp,flan_snp,0.6725711
79,openai4m_lnp,openai4m_lnp,0.8280444
79,openai4m_lnp,openai4m_snp,0.61106795
79,openai4m_lnp,openai4o_lnp,0.8409743
79,openai4m_lnp,openai4o_snp,0.599745
79,openai4m_snp,flan_lnp,0.53444135
79,openai4m_snp,flan_snp,0.53444135
79,openai4m_snp,openai4m_lnp,0.61106795
79,openai4m_snp,openai4m_snp,0.5257986
79,openai4m_snp,openai4o_lnp,0.6146575
79,openai4m_snp,openai4o_snp,0.51995313
79,openai4o_lnp,flan_lnp,0.67974913
79,openai4o_lnp,flan_snp,0.67974913
79,openai4o_lnp,openai4m_lnp,0.8409743
79,openai4o_lnp,openai4m_snp,0.61465746
79,openai4o_lnp,openai4o_lnp,0.8638832
79,openai4o_lnp,openai4o_snp,0.6032018
79,openai4o_snp,flan_lnp,0.49492213
79,openai4o_snp,flan_snp,0.49492213
79,openai4o_snp,openai4m_lnp,0.599745
79,openai4o_snp,openai4m_snp,0.51995313
79,openai4o_snp,openai4o_lnp,0.60320187
79,openai4o_snp,openai4o_snp,0.52188957
80,flan_lnp,flan_lnp,0.85972077
80,flan_lnp,flan_snp,0.5711014
80,flan_lnp,openai4m_lnp,0.72207826
80,flan_lnp,openai4m_snp,0.81547683
80,flan_lnp,openai4o_lnp,0.73195344
80,flan_lnp,openai4o_snp,0.81834364
80,flan_snp,flan_lnp,0.5711014
80,flan_snp,flan_snp,0.81253546
80,flan_snp,openai4m_lnp,0.4533254
80,flan_snp,openai4m_snp,0.52245986
80,flan_snp,openai4o_lnp,0.4687142
80,flan_snp,openai4o_snp,0.53553677
80,openai4m_lnp,flan_lnp,0.72207814
80,openai4m_lnp,flan_snp,0.4533254
80,openai4m_lnp,openai4m_lnp,0.7750699
80,openai4m_lnp,openai4m_snp,0.69139844
80,openai4m_lnp,openai4o_lnp,0.717605
80,openai4m_lnp,openai4o_snp,0.6897096
80,openai4m_snp,flan_lnp,0.8154769
80,openai4m_snp,flan_snp,0.52245986
80,openai4m_snp,openai4m_lnp,0.69139844
80,openai4m_snp,openai4m_snp,0.79990125
80,openai4m_snp,openai4o_lnp,0.7071936
80,openai4m_snp,openai4o_snp,0.79176897
80,openai4o_lnp,flan_lnp,0.73195344
80,openai4o_lnp,flan_snp,0.4687142
80,openai4o_lnp,openai4m_lnp,0.717605
80,openai4o_lnp,openai4m_snp,0.7071936
80,openai4o_lnp,openai4o_lnp,0.7368204
80,openai4o_lnp,openai4o_snp,0.70789045
80,openai4o_snp,flan_lnp,0.81834376
80,openai4o_snp,flan_snp,0.5355367
80,openai4o_snp,openai4m_lnp,0.6897096
80,openai4o_snp,openai4m_snp,0.79176897
80,openai4o_snp,openai4o_lnp,0.70789045
80,openai4o_snp,openai4o_snp,0.7909
81,flan_lnp,flan_lnp,1.0
81,flan_lnp,flan_snp,0.7703391
81,flan_lnp,openai4m_lnp,0.786631
